,state,distnum,distid,party,partname,yearel,origvote,totvote,highestvote,sechighestvote,uniqid,officeexp,share,w_share,inc,next,next_tv
7870,24,3,185,100,D,1994,105342.0,177656.0,105342.0,72314.0,12099,8,0.5929549241230243,0.5929549241230243,1,0.656255815536845,144583.0
7876,24,4,186,100,D,1946,32160.0,78878.0,46718.0,32160.0,4154,0,0.40771824843429094,0.5922817515657091,0,0.4427008896018667,45534.0
7878,24,4,186,100,D,1948,45534.0,102855.0,57321.0,45534.0,17300,0,0.4427008896018667,0.5572991103981333,0,0.32397541801348817,32474.0
7884,24,4,186,100,D,1954,32474.0,100236.0,67762.0,32474.0,3606,0,0.32397541801348817,0.6760245819865118,0,0.3118296170500577,42416.0
7886,24,4,186,100,D,1956,42416.0,136023.0,93607.0,42416.0,2607,0,0.3118296170500577,0.6881703829499423,0,0.38987049451325373,46933.0
7888,24,4,186,100,D,1958,46933.0,120381.0,73448.0,46933.0,27741,0,0.38987049451325373,0.6101295054867463,0,0.4433163548614872,64667.0
7894,24,4,186,100,D,1964,64667.0,145871.0,81204.0,64667.0,19232,0,0.4433163548614872,0.5566836451385128,0,0.3640008846409031,37855.0
7896,24,4,186,100,D,1966,37855.0,103997.0,66142.0,37855.0,19232,0,0.3640008846409031,0.6359991153590969,0,0.3847023105492734,51065.0
7903,24,4,186,100,D,1974,51065.0,132739.0,81674.0,51065.0,10897,0,0.3847023105492734,0.6152976894507266,0,0.2994038980787132,51784.0
7905,24,4,186,100,D,1976,51784.0,172957.0,121173.0,51784.0,8470,0,0.2994038980787132,0.7005961019212867,0,0.3150438227878497,39360.0
7907,24,4,186,100,D,1978,39360.0,124935.0,85575.0,39360.0,11768,0,0.3150438227878497,0.6849561772121503,0,0.22501028383381325,47042.0
7913,24,4,186,100,D,1984,47042.0,209066.0,162024.0,47042.0,27910,0,0.22501028383381325,0.7749897161661867,0,0.18525948293458905,26320.0
7915,24,4,186,100,D,1986,26320.0,154068.0,115751.0,26320.0,7018,0,0.18525948293458905,0.814740517065411,0,0.3188496751329002,69096.0
7927,24,5,187,100,D,1946,20163.0,50786.0,30623.0,20163.0,28329,0,0.3970188634663096,0.6029811365336903,0,0.4785605585892042,32076.0
7929,24,5,187,100,D,1948,32076.0,67026.0,34950.0,32076.0,2789,0,0.4785605585892042,0.5214394414107958,0,0.40463817856624934,33483.0
7935,24,5,187,100,D,1954,33483.0,82748.0,49265.0,33483.0,9613,0,0.40463817856624934,0.5953618214337507,0,0.3767674512080747,42181.0
7937,24,5,187,100,D,1956,42181.0,111955.0,69774.0,42181.0,22836,0,0.3767674512080747,0.6232325487919254,0,0.4608487134029493,44971.0
7939,24,5,187,100,D,1958,44971.0,97583.0,52612.0,44971.0,22836,0,0.4608487134029493,0.5391512865970507,0,0.3411137974839159,41621.0
7945,24,5,187,100,D,1964,41621.0,122015.0,80394.0,41621.0,16288,0,0.3411137974839159,0.6588862025160841,0,0.24674841028219235,26503.0
7947,24,5,187,100,D,1966,26503.0,107409.0,80906.0,26503.0,26241,0,0.24674841028219235,0.7532515897178076,0,0.2880984522650928,45884.0
7949,24,5,187,100,D,1968,45884.0,159265.0,113381.0,45884.0,2805,0,0.2880984522650928,0.7119015477349072,0,0.37453701105561477,53391.0
7955,24,5,187,100,D,1974,53391.0,142552.0,89161.0,53391.0,9039,0,0.37453701105561477,0.6254629889443852,0,0.3255909380500394,60304.0
7957,24,5,187,100,D,1976,60304.0,185214.0,124910.0,60304.0,9039,0,0.3255909380500394,0.6744090619499605,0,0.3738233614897012,51071.0
7959,24,5,187,100,D,1978,51071.0,136618.0,85547.0,51071.0,26176,0,0.3738233614897012,0.6261766385102988,0,0.37419744768547875,75534.0
7965,24,5,187,100,D,1984,75534.0,201856.0,126322.0,75534.0,26176,0,0.37419744768547875,0.6258025523145212,0,0.34971953085160634,54864.0
7967,24,5,187,100,D,1986,54864.0,156880.0,102016.0,54864.0,20288,0,0.34971953085160634,0.6502804691483937,0,0.393872057168029,80472.0
7969,24,5,187,100,D,1988,80472.0,204310.0,123838.0,80472.0,20288,0,0.393872057168029,0.606127942831971,0,0.26636755320872074,49335.0
7974,24,5,187,100,D,1994,49335.0,185214.0,135879.0,49335.0,28808,0,0.26636755320872074,0.7336324467912793,0,0.3574794549506302,81170.0
7981,24,6,188,100,D,1948,46944.0,88436.0,46944.0,41492.0,22338,0,0.5308245510877923,0.5308245510877923,1,0.5217861453053343,54044.0
7987,24,6,188,100,D,1954,54044.0,103575.0,54044.0,49531.0,22338,3,0.5217861453053343,0.5217861453053343,1,0.5450052441352459,72229.0
7989,24,6,188,100,D,1956,72229.0,132529.0,72229.0,60300.0,22338,4,0.5450052441352459,0.5450052441352459,1,0.6200178152077092,76566.0
7991,24,6,188,100,D,1958,76566.0,123490.0,76566.0,46924.0,22338,5,0.6200178152077092,0.6200178152077092,1,0.39949594381379244,57223.0
7997,24,6,188,100,D,1964,57223.0,143238.0,86015.0,57223.0,26830,2,0.39949594381379244,0.6005040561862076,0,0.320758312763177,35345.0
7999,24,6,188,100,D,1966,35345.0,110192.0,74847.0,35345.0,23298,0,0.320758312763177,0.679241687236823,0,0.27631144057793094,40964.0
8001,24,6,188,100,D,1968,40964.0,148253.0,107289.0,40964.0,15691,0,0.27631144057793094,0.723688559422069,0,0.38515255755724137,67067.0
8007,24,6,188,100,D,1976,67067.0,174131.0,107064.0,67067.0,27715,0,0.38515255755724137,0.6148474424427586,0,0.3511333484951861,46318.0
8009,24,6,188,100,D,1978,46318.0,131910.0,85592.0,46318.0,27715,0,0.3511333484951861,0.6488666515048139,0,0.2588254369113305,52679.0
8015,24,6,188,100,D,1984,52679.0,203531.0,150852.0,52679.0,26830,2,0.2588254369113305,0.7411745630886696,0,0.28385485054777826,42155.0
8017,24,6,188,100,D,1986,42155.0,151338.0,106354.0,42155.0,23692,0,0.28385485054777826,0.7161451494522217,0,0.2569190218187143,52635.0
8019,24,6,188,100,D,1988,52635.0,204870.0,152235.0,52635.0,23692,0,0.2569190218187143,0.7430809781812857,0,0.4905037850874255,87861.0
8025,24,6,188,100,D,1994,87861.0,179124.0,91263.0,87861.0,27715,1,0.4905037850874255,0.5094962149125746,0,0.513257361576269,118003.0
8031,24,7,189,100,D,1946,29824.0,93214.0,63390.0,29824.0,9051,0,0.3199519385500032,0.6800480614499967,0,0.3405476745108504,47220.0
8038,24,7,189,100,D,1956,47220.0,138659.0,91439.0,47220.0,27836,0,0.3405476745108504,0.6594523254891497,0,0.3948613383408957,48994.0
8040,24,7,189,100,D,1958,48994.0,124079.0,75085.0,48994.0,27836,0,0.3948613383408957,0.6051386616591042,0,0.432373885610725,70857.0
8046,24,7,189,100,D,1964,70857.0,163879.0,93022.0,70857.0,11511,0,0.432373885610725,0.567626114389275,0,0.7222175057305374,34028.0
8050,24,7,189,100,D,1974,34028.0,120619.0,34028.0,13088.0,20575,0,0.7222175057305374,0.7222175057305374,1,0.24473041698207756,45908.0
8055,24,7,189,100,D,1984,45908.0,191721.0,141678.0,45908.0,25844,0,0.24473041698207756,0.7552695830179225,0,0.26123199668428143,50423.0
8058,24,7,189,100,D,1988,50423.0,193020.0,142597.0,50423.0,25587,0,0.26123199668428143,0.7387680033157186,0,0.279805563401456,61419.0
8070,24,8,190,100,D,1948,36685.0,80614.0,43929.0,36685.0,8796,0,0.4550698389857841,0.5449301610142159,0,0.36952215296902935,30592.0
8076,24,8,190,100,D,1954,30592.0,82788.0,52196.0,30592.0,8528,0,0.36952215296902935,0.6304778470309707,0,0.36547403191928624,40716.0
8078,24,8,190,100,D,1956,40716.0,111406.0,70690.0,40716.0,6813,0,0.36547403191928624,0.6345259680807138,0,0.3873295594388383,39343.0
8080,24,8,190,100,D,1958,39343.0,101575.0,62232.0,39343.0,10827,0,0.3873295594388383,0.6126704405611617,0,0.382404914170313,45445.0
8086,24,8,190,100,D,1964,45445.0,118840.0,73395.0,45445.0,3097,0,0.382404914170313,0.617595085829687,0,0.32948521916411827,38787.0
8088,24,8,190,100,D,1966,38787.0,117720.0,78933.0,38787.0,3097,0,0.32948521916411827,0.6705147808358818,0,0.2862562293521474,40898.0
8090,24,8,190,100,D,1968,40898.0,142873.0,101974.0,40898.0,2401,0,0.2862562293521474,0.7137437706478527,0,0.4721275232959359,45701.0
8095,24,8,190,100,D,1974,45701.0,120415.0,51097.0,45701.0,27727,0,0.4721275232959359,0.5278724767040641,0,0.29531994478336376,46424.0
8097,24,8,190,100,D,1976,46424.0,161357.0,110775.0,46424.0,11768,0,0.29531994478336376,0.7046800552166362,0,0.285906607185281,32493.0
8099,24,8,190,100,D,1978,32493.0,113652.0,81156.0,32493.0,25684,0,0.285906607185281,0.714093392814719,0,0.23121327136330752,46663.0
8105,24,8,190,100,D,1984,46663.0,201818.0,155155.0,46663.0,10285,0,0.23121327136330752,0.7687867286366925,0,0.24149807132173504,49084.0
8108,24,8,190,100,D,1988,49084.0,203248.0,154164.0,49084.0,11768,0,0.24149807132173504,0.7585019286782649,0,0.2705978093520433,61515.0
8119,24,9,191,100,D,1946,59057.0,118451.0,59394.0,59057.0,8197,0,0.49857747085292653,0.5014225291470735,0,0.5378298898635416,85409.0
8121,24,9,191,100,D,1948,85409.0,158803.0,85409.0,73394.0,4851,0,0.5378298898635416,0.5378298898635416,1,0.5204827815778453,48471.0
8127,24,9,191,100,D,1954,48471.0,133060.0,48471.0,44656.0,2130,0,0.5204827815778453,0.5204827815778453,1,0.5524915230058488,100696.0
8129,24,9,191,100,D,1956,100696.0,182258.0,100696.0,81562.0,2130,1,0.5524915230058488,0.5524915230058488,1,0.6159855225456191,102115.0
8131,24,9,191,100,D,1958,102115.0,165775.0,102115.0,63660.0,2130,2,0.6159855225456191,0.6159855225456191,1,0.6289581028761062,109167.0
8137,24,9,191,100,D,1964,109167.0,173568.0,109167.0,64401.0,2130,5,0.6289581028761062,0.6289581028761062,1,0.6075760008172916,83261.0
8139,24,9,191,100,D,1966,83261.0,137038.0,83261.0,53777.0,2130,6,0.6075760008172916,0.6075760008172916,1,0.5740055192838392,85280.0
8141,24,9,191,100,D,1968,85280.0,148570.0,85280.0,63290.0,2130,7,0.5740055192838392,0.5740055192838392,1,0.5282709842490813,64831.0
8147,24,9,191,100,D,1974,64831.0,122775.0,64831.0,57892.0,2130,10,0.5282709842490813,0.5282709842490813,1,0.5518947132317727,91040.0
8149,24,9,191,100,D,1976,91040.0,167969.0,91040.0,73919.0,2130,11,0.5518947132317727,0.5518947132317727,1,0.676276701089263,71709.0
8151,24,9,191,100,D,1978,71709.0,113128.0,71709.0,34326.0,2130,12,0.676276701089263,0.676276701089263,1,0.5593196948715387,117536.0
8157,24,9,191,100,D,1984,117536.0,214915.0,117536.0,92605.0,15041,1,0.5593196948715387,0.5593196948715387,1,0.7751616051185348,105646.0
8159,24,9,191,100,D,1986,105646.0,136289.0,105646.0,30643.0,15041,2,0.7751616051185348,0.7751616051185348,1,0.8132393930009291,157557.0
8161,24,9,191,100,D,1988,157557.0,193812.0,157557.0,36183.0,15041,3,0.8132393930009291,0.8132393930009291,1,0.9733191096101407,170617.0
8171,24,10,192,100,D,1946,17719.0,53125.0,35406.0,17719.0,18397,0,0.3335341176470588,0.6664658823529411,0,0.42137282429841644,27913.0
8173,24,10,192,100,D,1948,27913.0,66243.0,38330.0,27913.0,5346,0,0.42137282429841644,0.5786271757015836,0,0.38337396325602296,28150.0
8179,24,10,192,100,D,1954,28150.0,73427.0,45277.0,28150.0,19956,0,0.38337396325602296,0.616626036743977,0,0.5294435977293309,47939.0
8182,24,10,192,100,D,1958,47939.0,90546.0,47939.0,42607.0,19648,0,0.5294435977293309,0.5294435977293309,1,0.5238578388674586,54729.0
8188,24,10,192,100,D,1964,54729.0,104473.0,54729.0,49744.0,19648,2,0.5238578388674586,0.5238578388674586,1,0.4797965423212171,52258.0
8190,24,10,192,100,D,1966,52258.0,108917.0,56659.0,52258.0,19648,3,0.4797965423212171,0.520203457678783,0,0.30749246177040707,45686.0
8192,24,10,192,100,D,1968,45686.0,148576.0,102890.0,45686.0,7070,0,0.30749246177040707,0.692507538229593,0,0.29633751942542735,42333.0
8197,24,10,192,100,D,1974,42333.0,142854.0,100521.0,42333.0,4789,0,0.29633751942542735,0.7036624805745726,0,0.31236209059836456,57757.0
8199,24,10,192,100,D,1976,57757.0,184904.0,127147.0,57757.0,22278,0,0.31236209059836456,0.6876379094016355,0,0.2607689330793046,35039.0
8201,24,10,192,100,D,1978,35039.0,134368.0,99329.0,35039.0,22278,0,0.2607689330793046,0.7392310669206954,0,0.27021636472072036,55276.0
8207,24,10,192,100,D,1984,55276.0,204562.0,149286.0,55276.0,4710,0,0.27021636472072036,0.7297836352792796,0,0.2955964064673043,44847.0
8209,24,10,192,100,D,1986,44847.0,151717.0,106870.0,44847.0,4710,0,0.2955964064673043,0.7044035935326958,0,0.2836622358724809,56893.0
8211,24,10,192,100,D,1988,56893.0,200566.0,143673.0,56893.0,4710,0,0.2836622358724809,0.7163377641275191,0,0.4268465909090909,70918.0
8217,24,10,192,100,D,1994,70918.0,183639.0,95226.0,70918.0,10855,0,0.4268465909090909,0.5731534090909091,0,0.51434716563927,110723.0
8223,24,11,193,100,D,1946,20543.0,52119.0,31576.0,20543.0,23245,0,0.39415568218883706,0.6058443178111629,0,0.49150655251794234,32667.0
8225,24,11,193,100,D,1948,32667.0,66463.0,33796.0,32667.0,1682,0,0.49150655251794234,0.5084934474820577,0,0.347266654328495,39404.0
8231,24,11,193,100,D,1954,39404.0,113469.0,74065.0,39404.0,15001,0,0.347266654328495,0.652733345671505,0,0.4158018098563472,68831.0
8233,24,11,193,100,D,1956,68831.0,165538.0,96707.0,68831.0,3094,0,0.4158018098563472,0.5841981901436528,0,0.5030607271046851,79468.0
8235,24,11,193,100,D,1958,79468.0,157969.0,79468.0,78501.0,6673,0,0.5030607271046851,0.5030607271046851,1,0.4463411870707376,82728.0
8241,24,11,193,100,D,1964,82728.0,185347.0,102619.0,82728.0,16251,0,0.4463411870707376,0.5536588129292624,0,0.30692727287333604,38206.0
8243,24,11,193,100,D,1966,38206.0,124479.0,86273.0,38206.0,13040,3,0.30692727287333604,0.6930727271266639,0,0.9983877468762595,52017.0
8247,24,11,193,100,D,1974,52017.0,131857.0,52017.0,84.0,6314,0,0.9983877468762595,0.9983877468762595,1,0.2825797556221176,47548.0
8248,24,11,193,100,D,1976,47548.0,168264.0,120716.0,47548.0,29911,0,0.2825797556221176,0.7174202443778823,0,0.29362317923737524,37131.0
8250,24,11,193,100,D,1978,37131.0,131181.0,89327.0,37131.0,8346,0,0.29362317923737524,0.7063768207626248,0,0.667568340702302,133019.0
8256,24,11,193,100,D,1984,133019.0,199259.0,133019.0,66240.0,8935,2,0.667568340702302,0.667568340702302,1,0.7445054163941884,104740.0
8258,24,11,193,100,D,1986,104740.0,144568.0,104740.0,35944.0,8935,3,0.7445054163941884,0.7445054163941884,1,0.6149199518329155,124600.0
8260,24,11,193,100,D,1988,124600.0,202628.0,124600.0,78028.0,8935,4,0.6149199518329155,0.6149199518329155,1,0.772148047997296,114220.0
8266,24,11,193,100,D,1994,114220.0,147925.0,114220.0,33705.0,27631,13,0.772148047997296,0.772148047997296,1,0.841961539094244,153546.0
8272,24,12,194,100,D,1946,45779.0,120470.0,74691.0,45779.0,16258,0,0.38000332032871253,0.6199966796712875,0,0.4787149908642177,87770.0
8274,24,12,194,100,D,1948,87770.0,183345.0,95575.0,87770.0,8609,0,0.4787149908642177,0.5212850091357822,0,0.3849930101758835,59210.0
8280,24,12,194,100,D,1954,59210.0,153795.0,94585.0,59210.0,20375,0,0.3849930101758835,0.6150069898241165,0,0.3821652687020775,79597.0
8282,24,12,194,100,D,1956,79597.0,208279.0,128682.0,79597.0,26043,0,0.3821652687020775,0.6178347312979225,0,0.4562148265767955,84470.0
8284,24,12,194,100,D,1958,84470.0,185154.0,100684.0,84470.0,26043,0,0.4562148265767955,0.5437851734232044,0,0.44595694952312737,118299.0
8290,24,12,194,100,D,1964,118299.0,265270.0,146971.0,118299.0,29054,0,0.44595694952312737,0.5540430504768726,0,0.35828710569195,39140.0
8292,24,12,194,100,D,1966,39140.0,109242.0,70102.0,39140.0,26015,0,0.35828710569195,0.64171289430805,0,0.3243383629153839,51202.0
8294,24,12,194,100,D,1968,51202.0,157866.0,106664.0,51202.0,22071,0,0.3243383629153839,0.675661637084616,0,0.4913787720040799,70818.0
8300,24,12,194,100,D,1974,70818.0,144121.0,73303.0,70818.0,24466,0,0.4913787720040799,0.5086212279959201,0,0.4956682242213612,89424.0
8302,24,12,194,100,D,1976,89424.0,195840.0,90987.0,89424.0,24466,0,0.4956682242213612,0.5043317757786387,0,0.43063844043805094,61698.0
8304,24,12,194,100,D,1978,61698.0,143271.0,81573.0,61698.0,2820,0,0.43063844043805094,0.569361559561949,0,0.3053877328930334,65105.0
8310,24,12,194,100,D,1984,65105.0,213188.0,148083.0,65105.0,26609,0,0.3053877328930334,0.6946122671069667,0,0.2659930773444893,42727.0
8312,24,12,194,100,D,1986,42727.0,160632.0,117905.0,42727.0,14539,0,0.2659930773444893,0.7340069226555107,0,0.19862011780626893,50782.0
8314,24,12,194,100,D,1988,50782.0,255674.0,204892.0,50782.0,4495,0,0.19862011780626893,0.8013798821937311,0,0.33329455154681153,57294.0
8320,24,12,194,100,D,1994,57294.0,171902.0,114608.0,57294.0,24315,0,0.33329455154681153,0.6667054484531885,0,0.3418059358848062,78762.0
8326,24,13,195,100,D,1946,19237.0,68962.0,49725.0,19237.0,28355,0,0.2789507264870508,0.7210492735129491,0,0.4084891963446921,38264.0
8328,24,13,195,100,D,1948,38264.0,93672.0,55408.0,38264.0,3484,0,0.4084891963446921,0.5915108036553078,0,0.40885122171255767,32177.0
8334,24,13,195,100,D,1954,32177.0,78701.0,46524.0,32177.0,27467,0,0.40885122171255767,0.5911487782874424,0,0.410550023064608,45390.0
8337,24,13,195,100,D,1958,45390.0,110559.0,65169.0,45390.0,18406,0,0.410550023064608,0.5894499769353919,0,0.4525500090106325,62780.0
8343,24,13,195,100,D,1964,62780.0,138725.0,75945.0,62780.0,10451,0,0.4525500090106325,0.5474499909893674,0,0.38124594005935475,59864.0
8346,24,13,195,100,D,1968,59864.0,157022.0,97158.0,59864.0,3274,0,0.38124594005935475,0.6187540599406453,0,0.42453433559421067,53766.0
8352,24,13,195,100,D,1974,53766.0,126647.0,72881.0,53766.0,23589,0,0.42453433559421067,0.5754656644057893,0,0.6844112002736099,108061.0
8354,24,13,195,100,D,1976,108061.0,163683.0,108061.0,49828.0,21800,0,0.6844112002736099,0.6844112002736099,1,0.6892053443999137,130867.0
8361,24,13,195,100,D,1984,130867.0,197732.0,130867.0,59014.0,21800,4,0.6892053443999137,0.6892053443999137,1,0.628168774456984,88612.0
8363,24,13,195,100,D,1986,88612.0,141064.0,88612.0,52452.0,21800,5,0.628168774456984,0.628168774456984,1,0.6980714092920692,137074.0
8365,24,13,195,100,D,1988,137074.0,196361.0,137074.0,59287.0,21800,6,0.6980714092920692,0.6980714092920692,1,0.922942015774246,93147.0
8371,24,13,195,100,D,1994,93147.0,189776.0,93147.0,7777.0,4472,1,0.922942015774246,0.922942015774246,1,0.6305821084148296,148690.0
8376,24,14,196,100,D,1946,88178.0,167528.0,88178.0,77674.0,13906,0,0.5316667872561078,0.5316667872561078,1,0.5752956889311138,125346.0
8378,24,14,196,100,D,1948,125346.0,219154.0,125346.0,92535.0,13906,1,0.5752956889311138,0.5752956889311138,1,0.4538159558187504,68204.0
8384,24,14,196,100,D,1954,68204.0,150290.0,82086.0,68204.0,26768,0,0.4538159558187504,0.5461840441812496,0,0.41112455812218074,85946.0
8386,24,14,196,100,D,1956,85946.0,209051.0,123105.0,85946.0,24072,0,0.41112455812218074,0.5888754418778193,0,0.39870133270494595,76138.0
8388,24,14,196,100,D,1958,76138.0,190965.0,114827.0,76138.0,2086,0,0.39870133270494595,0.6012986672950541,0,0.4533006698896525,104547.0
8394,24,14,196,100,D,1964,104547.0,230635.0,126088.0,104547.0,18642,0,0.4533006698896525,0.5466993301103475,0,0.40352584984478596,52646.0
8396,24,14,196,100,D,1966,52646.0,130465.0,77819.0,52646.0,17536,0,0.40352584984478596,0.596474150155214,0,0.4489345063538612,68889.0
8398,24,14,196,100,D,1968,68889.0,153497.0,84561.0,68889.0,21028,0,0.4489345063538612,0.5510654936461388,0,0.7542598808357557,93931.0
8404,24,14,196,100,D,1974,93931.0,124534.0,93931.0,30603.0,25915,2,0.7542598808357557,0.7542598808357557,1,0.7529414677320525,121652.0
8406,24,14,196,100,D,1976,121652.0,164188.0,121652.0,39917.0,25915,3,0.7529414677320525,0.7529414677320525,1,0.724537464699517,82356.0
8408,24,14,196,100,D,1978,82356.0,113667.0,82356.0,31311.0,25915,4,0.724537464699517,0.724537464699517,1,0.7135478707564026,153350.0
8414,24,14,196,100,D,1984,153350.0,214912.0,153350.0,61562.0,25915,7,0.7135478707564026,0.7135478707564026,1,0.5372459185648836,83257.0
8416,24,14,196,100,D,1986,83257.0,154970.0,83257.0,71713.0,24748,0,0.5372459185648836,0.5372459185648836,1,0.7473445488618061,148951.0
8418,24,14,196,100,D,1988,148951.0,199307.0,148951.0,50356.0,24748,1,0.7473445488618061,0.7473445488618061,1,0.5193332614089977,96274.0
8424,24,14,196,100,D,1994,96274.0,185380.0,96274.0,89106.0,24748,4,0.5193332614089977,0.5193332614089977,1,0.5656867614824806,124136.0
8430,24,15,197,100,D,1946,32159.0,68723.0,36564.0,32159.0,25893,0,0.4679510498668568,0.5320489501331432,0,0.5635657668575103,45575.0
8432,24,15,197,100,D,1948,45575.0,80869.0,45575.0,35294.0,25893,0,0.5635657668575103,0.5635657668575103,1,0.42738628552466285,36062.0
8440,24,15,197,100,D,1958,36062.0,84378.0,48316.0,36062.0,26802,0,0.42738628552466285,0.5726137144753372,0,0.6612723864394573,62438.0
8446,24,15,197,100,D,1964,62438.0,94421.0,62438.0,31983.0,25893,4,0.6612723864394573,0.6612723864394573,1,0.987443896797643,35861.0
8449,24,15,197,100,D,1968,35861.0,134816.0,35861.0,456.0,29240,0,0.987443896797643,0.987443896797643,1,0.29160811082112026,46480.0
8463,24,15,197,100,D,1994,46480.0,159392.0,112912.0,46480.0,4725,0,0.29160811082112026,0.7083918891788797,0,0.2920190931218699,64665.0
8469,24,16,198,100,D,1946,51931.0,117570.0,65639.0,51931.0,28315,0,0.44170281534405037,0.5582971846559497,0,0.5263230738812364,79859.0
8471,24,16,198,100,D,1948,79859.0,151730.0,79859.0,71871.0,18967,0,0.5263230738812364,0.5263230738812364,1,0.4170669369409069,56787.0
8477,24,16,198,100,D,1954,56787.0,136158.0,79371.0,56787.0,20636,0,0.4170669369409069,0.5829330630590931,0,0.4479158720645126,82206.0
8479,24,16,198,100,D,1956,82206.0,183530.0,101324.0,82206.0,18967,1,0.4479158720645126,0.5520841279354873,0,0.4258061572505675,74660.0
8481,24,16,198,100,D,1958,74660.0,175338.0,100678.0,74660.0,10386,0,0.4258061572505675,0.5741938427494325,0,0.4780910195481321,93255.0
8486,24,16,198,100,D,1964,93255.0,195057.0,101802.0,93255.0,10400,0,0.4780910195481321,0.521908980451868,0,0.38902296124766345,55775.0
8488,24,16,198,100,D,1966,55775.0,143372.0,87597.0,55775.0,10400,0,0.38902296124766345,0.6109770387523366,0,0.40441051340582473,68916.0
8490,24,16,198,100,D,1968,68916.0,170414.0,101495.0,68916.0,20338,0,0.40441051340582473,0.5955894865941752,0,0.34396782841823054,48754.0
8496,24,16,198,100,D,1974,48754.0,141740.0,92986.0,48754.0,10386,0,0.34396782841823054,0.6560321715817694,0,0.3235839460606237,55671.0
8498,24,16,198,100,D,1976,55671.0,174091.0,116374.0,55671.0,10386,0,0.3235839460606237,0.6764160539393763,0,0.2198943557481156,29640.0
8500,24,16,198,100,D,1978,29640.0,134792.0,105152.0,29640.0,12308,0,0.2198943557481156,0.7801056442518843,0,0.27652734648069505,58149.0
8506,24,16,198,100,D,1984,58149.0,210283.0,152134.0,58149.0,11977,0,0.27652734648069505,0.7234726535193049,0,0.23661726242371403,36639.0
8508,24,16,198,100,D,1986,36639.0,154845.0,118206.0,36639.0,15426,0,0.23661726242371403,0.7633827375762859,0,0.21444257592244534,43356.0
8510,24,16,198,100,D,1988,43356.0,202180.0,158824.0,43356.0,11581,0,0.21444257592244534,0.7855574240775547,0,0.2500286723865802,45781.0
8516,24,16,198,100,D,1994,45781.0,183103.0,137322.0,45781.0,9792,0,0.2500286723865802,0.7499713276134198,0,0.2894619474078567,64902.0
8522,24,17,199,100,D,1946,30406.0,87573.0,57167.0,30406.0,22686,0,0.34720747262284035,0.6527925273771596,0,0.47109803749396323,53651.0
8524,24,17,199,100,D,1948,53651.0,113885.0,60234.0,53651.0,16776,0,0.47109803749396323,0.5289019625060368,0,0.35366912057505184,34638.0
8530,24,17,199,100,D,1954,34638.0,97939.0,63301.0,34638.0,16776,0,0.35366912057505184,0.6463308794249482,0,0.3350306945721827,44806.0
8532,24,17,199,100,D,1956,44806.0,133737.0,88931.0,44806.0,16776,0,0.3350306945721827,0.6649693054278173,0,0.5168913431866169,63650.0
8534,24,17,199,100,D,1958,63650.0,123140.0,63650.0,59490.0,16776,0,0.5168913431866169,0.5168913431866169,1,0.48508828632667644,71291.0
8540,24,17,199,100,D,1964,71291.0,146965.0,75674.0,71291.0,16776,1,0.48508828632667644,0.5149117136733236,0,0.4466529966783442,59031.0
8542,24,17,199,100,D,1966,59031.0,132163.0,73132.0,59031.0,25893,5,0.4466529966783442,0.5533470033216559,0,0.3508475125587425,54127.0
8544,24,17,199,100,D,1968,54127.0,154276.0,100148.0,54127.0,16776,1,0.3508475125587425,0.6491524874412575,0,0.47252517717269676,63342.0
8550,24,17,199,100,D,1974,63342.0,134053.0,70708.0,63342.0,20717,0,0.47252517717269676,0.5274748228273033,0,0.43203505705151996,72168.0
8552,24,17,199,100,D,1976,72168.0,167042.0,94874.0,72168.0,18502,0,0.43203505705151996,0.56796494294848,0,0.3261672616881055,42117.0
8554,24,17,199,100,D,1978,42117.0,129127.0,87010.0,42117.0,11750,0,0.3261672616881055,0.6738327383118945,0,0.9825102223358038,123026.0
8558,24,17,199,100,D,1984,123026.0,230077.0,123026.0,2190.0,28698,0,0.9825102223358038,0.9825102223358038,1,0.7225540851148289,112855.0
8559,24,17,199,100,D,1986,112855.0,156189.0,112855.0,43334.0,28698,1,0.7225540851148289,0.7225540851148289,1,0.7713881405646369,232221.0
8561,24,17,199,100,D,1988,232221.0,301043.0,232221.0,68822.0,28698,2,0.7713881405646369,0.7713881405646369,1,0.7740708801313287,149004.0
8567,24,17,199,100,D,1994,149004.0,192494.0,149004.0,43490.0,28698,5,0.7740708801313287,0.7740708801313287,1,0.9096337845046006,218283.0
8572,24,18,200,100,D,1946,38606.0,93746.0,55140.0,38606.0,3693,0,0.41181490410257504,0.588185095897425,0,0.5414289258248574,65475.0
8574,24,18,200,100,D,1948,65475.0,120930.0,65475.0,55455.0,12835,0,0.5414289258248574,0.5414289258248574,1,0.5727049212064893,59165.0
8579,24,18,200,100,D,1954,59165.0,103308.0,59165.0,44143.0,12835,3,0.5727049212064893,0.5727049212064893,1,0.5955395998159727,78962.0
8581,24,18,200,100,D,1956,78962.0,132589.0,78962.0,53627.0,12835,4,0.5955395998159727,0.5955395998159727,1,0.7154549482418335,88813.0
8583,24,18,200,100,D,1958,88813.0,124135.0,88813.0,35322.0,12835,5,0.7154549482418335,0.7154549482418335,1,0.6880808550185874,94768.0
8589,24,18,200,100,D,1964,94768.0,137728.0,94768.0,42960.0,12835,8,0.6880808550185874,0.6880808550185874,1,0.6414885649091637,73657.0
