Height,Weight,Sex
171.88,64.77,Male
146.88,51.03,Female
125.27,68.46,Female
173.37,90.61,Male
159.61,57.16,Female
153.32,79.31,Female
144.79,36.58,Female
171.40,69.68,Male
150.77,61.25,Male
153.47,37.87,Female
152.18,59.06,Female
156.47,49.67,Male
172.32,86.97,Male
136.54,72.59,Female
156.00,58.08,Female
175.92,71.58,Male
181.04,70.69,Male
187.17,72.98,Male
184.83,83.24,Male
164.02,97.37,Male
160.83,75.76,Male
173.75,65.55,Male
173.37,57.74,Male
174.73,63.65,Male
148.46,67.49,Female
168.31,73.28,Male
158.24,50.72,Female
157.23,52.77,Female
147.16,68.70,Female
163.85,60.93,Male
199.86,87.05,Male
143.84,48.37,Female
161.71,73.45,Female
171.57,74.15,Male
184.50,74.68,Male
171.57,62.07,Male
170.80,69.52,Male
172.45,69.20,Male
162.64,100.84,Male
185.51,52.75,Male
156.19,73.49,Male
163.38,58.77,Female
145.86,45.28,Female
167.53,78.13,Male
189.87,63.78,Male
177.39,40.28,Male
162.47,60.10,Female
141.67,70.76,Female
144.98,58.31,Female
147.65,58.13,Female
190.69,96.40,Male
169.11,54.89,Male
177.48,85.77,Male
165.76,78.33,Male
155.81,70.71,Female
168.74,73.59,Female
162.06,58.12,Female
138.20,69.12,Female
150.07,46.46,Female
129.39,73.66,Female
160.04,70.59,Male
180.22,66.11,Male
126.48,63.22,Female
137.95,45.80,Female
176.19,41.23,Male
170.86,77.31,Male
149.58,66.27,Female
149.04,49.29,Female
169.33,61.61,Male
158.50,65.71,Male
149.61,66.96,Female
177.60,76.20,Male
182.78,81.95,Male
182.61,72.38,Male
201.43,89.82,Male
153.60,70.02,Female
139.57,70.44,Female
143.72,49.41,Female
139.93,62.31,Female
142.22,59.65,Female
155.18,62.14,Female
150.57,57.14,Female
181.84,67.72,Male
177.80,34.73,Male
179.76,85.41,Male
162.52,46.48,Female
147.06,62.49,Female
153.71,59.21,Female
142.06,71.74,Female
164.13,72.56,Male
172.51,71.38,Male
167.41,107.00,Male
153.12,62.23,Female
152.80,57.87,Female
155.33,53.79,Female
166.81,83.14,Female
135.77,48.99,Female
146.04,53.72,Female
153.93,56.54,Female
151.92,81.95,Female
172.14,63.91,Male
173.58,89.19,Male
169.60,97.50,Male
191.48,62.19,Male
155.85,100.92,Male
168.54,90.72,Male
177.16,99.55,Male
170.22,78.24,Male
160.22,52.09,Female
158.59,72.73,Female
142.59,60.14,Female
171.45,73.64,Male
180.55,92.92,Male
150.42,62.66,Female
158.32,75.66,Female
189.43,59.06,Female
181.79,35.47,Male
183.81,60.28,Male
163.14,91.70,Male
160.41,77.99,Male
188.10,61.91,Male
156.22,74.67,Male
178.34,78.26,Male
140.84,45.20,Female
155.48,69.44,Female
169.83,76.46,Male
147.17,50.37,Male
170.55,72.24,Male
179.66,81.02,Male
128.60,38.92,Female
130.31,79.14,Female
155.32,64.58,Female
146.73,71.18,Female
150.32,58.45,Female
167.75,96.00,Male
164.15,71.03,Male
178.52,63.13,Male
181.41,88.05,Male
183.07,44.58,Male
149.20,57.44,Female
169.48,48.83,Female
147.86,63.90,Female
160.28,73.09,Female
152.67,67.70,Female
134.26,78.99,Female
162.76,62.14,Male
138.77,68.58,Female
143.48,61.89,Female
154.93,69.95,Female
169.68,59.65,Female
169.09,64.55,Male
185.68,78.25,Male
180.83,88.58,Male
164.64,51.21,Female
159.12,49.09,Female
169.21,70.76,Male
174.04,77.23,Male
186.64,92.33,Male
171.64,98.86,Male
177.30,83.42,Male
178.63,72.33,Male
159.88,67.46,Female
145.71,71.34,Female
152.70,71.47,Female
142.08,66.39,Female
166.21,94.03,Male
162.12,57.05,Male
167.97,117.99,Male
177.40,74.85,Male
151.52,112.26,Male
152.34,89.31,Male
168.42,71.03,Male
157.24,50.57,Male
150.31,58.02,Female
158.86,70.53,Female
152.18,56.75,Female
159.76,50.14,Female
168.30,75.95,Female
184.73,80.21,Male
172.27,62.98,Male
156.96,45.51,Male
135.42,64.25,Female
148.56,61.13,Female
170.69,76.09,Male
176.34,83.36,Male
166.67,52.95,Male
149.18,44.33,Female
120.80,68.32,Female
143.22,54.04,Female
165.45,71.84,Male
177.52,85.98,Male
158.46,65.47,Male
178.61,70.55,Male
161.48,58.29,Female
161.80,51.32,Female
141.98,71.51,Female
175.43,86.07,Male
165.98,85.82,Male
179.95,114.66,Male
141.02,44.90,Female
159.94,39.74,Female
145.40,65.34,Female
154.10,63.40,Female
146.88,68.74,Female
180.94,67.86,Male
139.91,63.12,Female
151.58,61.55,Female
134.88,58.13,Female
169.70,59.92,Female
143.37,62.85,Female
155.39,58.54,Female
177.03,80.75,Male
158.11,63.50,Male
159.38,71.62,Male
147.17,52.04,Female
150.22,70.06,Female
169.15,74.55,Female
138.73,77.14,Female
149.13,58.33,Female
156.32,71.08,Female
153.59,58.09,Female
148.94,68.53,Female
160.67,80.70,Male
178.09,81.46,Male
166.23,80.89,Male
163.97,87.43,Male
163.30,80.41,Male
161.67,67.70,Female
147.06,86.08,Female
165.19,55.64,Female
167.94,54.95,Male
172.80,72.34,Male
171.44,81.31,Male
170.52,65.59,Male
163.31,82.10,Male
157.34,76.09,Female
166.47,47.69,Male
155.05,80.36,Female
148.41,57.79,Female
158.99,64.42,Female
129.28,43.93,Female
184.01,75.74,Male
171.01,93.85,Male
153.20,57.93,Female
138.14,75.38,Female
145.72,68.72,Female
174.04,65.64,Male
162.42,50.88,Male
176.85,77.62,Male
158.66,57.77,Female
136.16,47.83,Female
147.61,58.13,Female
168.00,72.62,Female
168.77,56.64,Male
178.42,80.35,Male
183.50,46.86,Male
171.97,92.32,Male
161.67,102.05,Male
159.58,78.43,Male
141.11,64.45,Female
172.58,74.29,Female
154.74,63.43,Female
171.75,71.82,Male
169.54,81.55,Male
176.37,58.79,Male
175.22,81.25,Male
173.18,95.35,Male
178.01,68.02,Male
168.74,100.77,Male
140.69,71.73,Female
176.53,87.85,Male
164.33,103.08,Male
165.11,44.91,Female
151.49,49.55,Female
163.31,56.25,Female
178.50,28.41,Male
154.56,72.63,Male
174.48,72.16,Male
177.39,51.77,Male
157.57,92.53,Male
162.46,50.34,Male
170.21,52.61,Male
149.08,53.05,Female
149.01,40.94,Female
176.04,77.27,Female
157.11,58.97,Male
163.87,70.39,Male
160.44,64.33,Female
145.59,50.32,Female
148.01,75.94,Female
159.46,56.97,Female
171.89,63.45,Male
171.54,63.22,Male
173.39,77.24,Male
165.60,93.66,Male
195.06,61.39,Male
148.60,37.07,Female
136.76,75.62,Female
148.44,70.39,Female
140.30,54.89,Female
169.39,72.37,Male
176.70,107.82,Male
165.05,83.54,Male
138.93,32.98,Female
149.64,52.76,Female
151.87,73.36,Female
164.88,71.56,Male
180.65,86.62,Male
167.57,55.88,Male
149.48,60.80,Female
112.60,56.91,Female
157.19,50.16,Female
176.33,97.89,Male
161.04,57.94,Female
176.12,62.90,Female
140.66,66.32,Female
166.56,62.92,Male
183.13,58.46,Male
186.27,50.47,Male
162.21,78.54,Male
157.41,59.09,Female
138.12,67.53,Female
138.66,59.44,Female
146.85,68.51,Female
170.75,59.00,Male
152.72,50.52,Female
149.08,72.03,Female
138.42,66.55,Female
170.79,52.40,Male
151.23,78.01,Female
146.43,53.91,Female
145.31,66.65,Female
153.97,51.43,Female
164.40,67.40,Male
167.83,96.66,Male
183.48,69.07,Male
176.90,73.09,Male
165.64,63.64,Female
149.60,66.08,Female
139.14,72.94,Female
168.10,95.12,Male
156.65,39.17,Female
174.23,73.35,Male
167.60,117.97,Male
137.78,72.84,Female
179.06,56.53,Male
147.78,76.09,Female
139.36,59.91,Female
155.53,60.62,Female
160.88,92.97,Male
173.32,78.69,Male
174.43,83.66,Male
169.48,101.87,Male
173.62,45.00,Male
164.68,86.33,Male
127.08,71.84,Female
164.40,54.55,Male
181.75,78.77,Male
165.99,52.71,Male
176.72,87.76,Male
171.92,55.78,Male
162.48,53.70,Female
175.74,45.02,Male
186.68,74.89,Male
175.23,96.23,Male
167.06,65.77,Male
174.16,71.42,Male
155.45,88.55,Male
155.00,66.40,Female
166.02,57.23,Female
147.83,90.71,Female
184.12,81.94,Male
180.95,75.16,Male
173.63,83.76,Male
159.42,73.89,Female
135.96,80.92,Female
149.68,84.60,Female
147.62,46.63,Female
152.88,67.69,Female
192.61,92.00,Male
157.76,68.59,Male
161.33,77.88,Male
167.62,75.33,Male
170.10,83.31,Male
180.15,86.09,Male
151.96,83.89,Female
131.39,68.11,Female
178.03,50.07,Male
177.78,38.12,Male
174.70,77.00,Male
139.64,78.61,Female
161.43,77.58,Female
154.97,50.69,Female
148.75,51.79,Female
170.95,100.73,Male
188.43,71.09,Male
139.32,68.79,Female
140.22,64.73,Female
139.23,33.14,Female
155.12,60.50,Female
120.81,73.17,Female
172.00,50.71,Male
152.90,68.13,Female
143.14,65.42,Female
171.71,37.68,Female
189.09,71.61,Male
151.10,54.43,Female
157.61,51.74,Female
150.53,66.24,Female
177.49,61.90,Male
147.88,62.07,Female
169.12,57.51,Female
166.14,69.21,Male
154.83,68.02,Female
151.53,77.40,Female
164.73,59.96,Male
166.72,89.69,Male
180.72,58.74,Male
153.22,49.79,Female
152.68,56.76,Female
133.68,62.67,Female
129.44,75.16,Female
163.54,70.92,Female
133.80,48.81,Female
147.69,67.77,Female
168.80,86.93,Male
168.35,70.85,Male
154.36,63.51,Female
138.18,56.58,Female
154.37,53.74,Female
177.44,81.28,Male
173.58,83.58,Male
150.93,50.51,Male
170.98,81.95,Male
137.58,55.34,Female
177.32,86.52,Male
143.46,71.48,Female
164.82,38.68,Female
151.96,48.35,Female
153.71,71.63,Female
167.92,72.89,Male
179.50,82.53,Male
149.41,50.36,Female
171.39,42.26,Female
155.17,60.92,Female
179.27,64.73,Male
180.41,83.92,Male
134.95,76.90,Female
172.46,92.70,Male
168.88,75.05,Male
176.60,49.96,Male
144.82,65.97,Female
162.40,45.28,Female
188.23,85.81,Male
150.83,49.66,Female
157.09,64.34,Female
162.99,45.58,Female
154.76,48.92,Female
185.08,82.74,Male
